patient_id,abha_id,age,gender,systolic_bp,diastolic_bp,heart_rate,bmi,glucose,hba1c,cholesterol,creatinine,diabetes,heart_disease,hypertension,kidney_disease
SYN-PAT-77c2764e,91-8303-1883-5650,63,female,131.14,70.13,64,26.53,135.59,5.26,209.02,0.98,1,0,0,0
SYN-PAT-43eb042b,91-1227-5947-8477,54,female,131.62,85.42,86,28.09,134.66,5.51,228.0,1.54,1,0,1,1
SYN-PAT-216ae1e6,91-8658-6254-1350,55,female,127.16,80.56,70,21.48,117.13,5.08,219.74,1.47,0,0,0,0
SYN-PAT-d83c046f,91-2212-3768-6776,50,female,128.62,75.72,72,26.0,134.14,5.09,239.74,1.3,1,0,0,1
SYN-PAT-e1ced68d,91-3469-8051-5068,64,female,110.88,59.33,83,15.0,111.82,5.47,221.86,1.26,0,0,0,0
SYN-PAT-3fbe1a0d,91-9891-2145-6579,59,female,129.73,71.93,80,23.36,130.68,5.18,183.47,1.37,1,0,0,1
SYN-PAT-2c03f0d3,91-5608-8502-4470,60,male,126.84,80.61,78,32.65,139.99,5.37,257.63,1.55,1,0,0,0
SYN-PAT-d8193223,91-7571-4774-5655,33,male,120.34,68.09,83,27.55,121.86,4.62,230.73,1.0,0,0,0,0
SYN-PAT-69a05fbb,91-2637-6111-8449,59,female,126.92,80.45,73,23.37,122.01,5.35,202.5,1.33,0,0,0,0
SYN-PAT-dff1d3c1,91-1620-3602-7473,56,female,104.58,56.48,74,23.25,155.83,5.68,194.05,1.39,0,0,0,1
SYN-PAT-ccf2790b,91-7119-1537-9982,42,male,127.95,77.86,52,33.0,145.54,6.79,163.48,0.85,1,0,0,0
SYN-PAT-16f319f7,91-9105-1284-7543,24,female,109.31,69.23,63,24.35,96.02,4.85,230.26,0.68,0,0,0,0
SYN-PAT-783b6dac,91-2501-5688-5136,69,female,142.25,89.03,75,31.12,144.36,6.08,218.6,1.45,1,0,1,1
SYN-PAT-ad68c73a,91-4495-9856-7078,55,female,114.75,73.3,74,26.43,142.71,5.97,232.76,1.51,1,0,0,1
SYN-PAT-854bb872,91-1220-5240-8001,43,female,127.03,76.79,69,33.09,128.15,5.32,201.98,0.89,1,0,0,0
SYN-PAT-26d16703,91-1258-2110-8325,44,female,106.07,60.49,64,27.23,142.82,6.03,185.23,1.06,1,0,0,0
SYN-PAT-f4f9bc0d,91-3945-9846-4686,50,female,131.16,78.75,69,21.98,103.54,5.15,217.73,1.05,0,0,0,0
SYN-PAT-add564cd,91-7274-2830-5698,66,male,127.56,75.46,78,18.67,140.06,6.35,165.65,1.25,1,0,0,1
SYN-PAT-e40c3e76,91-4147-8992-4449,36,female,136.09,87.13,75,23.32,130.71,5.68,186.92,1.1,1,0,0,0
SYN-PAT-17d60254,91-8231-5523-4813,41,male,134.94,82.62,70,21.23,105.24,4.51,196.77,0.87,0,0,1,0
SYN-PAT-d0fd163d,91-1301-8104-3019,64,male,126.08,84.3,77,26.53,118.89,4.58,186.33,1.31,0,0,1,0
SYN-PAT-46d94f3e,91-6145-7677-1860,56,male,131.94,82.21,92,22.66,106.83,5.2,199.09,1.04,0,0,0,0
SYN-PAT-628b688b,91-3036-7405-7789,59,male,129.25,76.2,78,28.87,148.18,5.92,227.56,1.49,1,0,0,1
SYN-PAT-ab4cc24d,91-2179-9357-3071,57,female,127.39,70.21,64,18.52,142.79,5.7,211.22,0.97,1,0,0,0
SYN-PAT-1dd08397,91-1698-1437-6819,57,male,126.57,78.15,62,24.4,114.46,4.75,205.26,1.43,0,0,0,0
SYN-PAT-9ac638c0,91-8509-7716-1534,73,female,120.53,74.34,66,27.64,139.54,5.81,250.33,1.09,1,0,0,0
SYN-PAT-f0e67da5,91-6321-5216-9865,64,male,121.93,77.39,64,29.02,131.65,5.71,244.96,1.19,1,0,1,1
SYN-PAT-14729804,91-3625-6893-8400,44,female,127.48,75.04,78,30.41,119.4,5.62,205.27,1.01,0,0,0,0
SYN-PAT-a8f922d6,91-3867-5583-6254,36,female,127.09,68.88,75,26.35,126.15,5.86,195.41,1.13,1,0,0,0
SYN-PAT-2980dc4d,91-7041-4601-5174,23,female,136.08,86.89,73,19.52,109.39,4.89,207.16,0.89,0,0,0,0
SYN-PAT-be5aa2cd,91-8194-2865-1298,46,male,125.78,71.88,55,25.78,114.84,5.57,197.1,0.52,0,0,0,1
SYN-PAT-4958d30b,91-9176-7540-8247,69,male,136.64,76.7,84,21.26,121.45,4.75,193.38,1.17,0,0,0,0
SYN-PAT-86715651,91-1121-6445-8695,57,male,117.32,67.58,66,27.17,116.17,5.28,244.63,0.75,0,0,0,0
SYN-PAT-8d4f38be,91-3629-7942-9720,55,male,125.19,66.3,78,35.24,150.37,6.01,224.98,1.42,1,0,0,1
SYN-PAT-61ca2d79,91-2471-2428-5874,43,female,129.34,74.39,58,19.22,119.52,5.02,184.71,1.06,0,0,0,0
SYN-PAT-81655d1a,91-5881-1534-8577,78,male,130.61,68.12,66,26.17,124.67,5.36,239.39,1.52,0,0,0,0
SYN-PAT-c9511632,91-8028-4718-8088,63,female,135.44,79.27,63,20.93,122.7,5.39,180.41,1.22,0,0,0,0
SYN-PAT-ea8f52f2,91-7612-7022-7081,42,male,152.1,101.27,45,23.4,128.38,5.02,186.13,0.98,1,0,1,0
SYN-PAT-7d2a3dc6,91-3784-7081-2049,77,male,128.89,79.76,88,34.25,157.77,5.91,226.6,1.85,0,0,0,1
SYN-PAT-01822cbc,91-7679-7306-1864,82,male,132.88,86.94,78,19.39,134.38,6.04,235.5,1.42,1,0,0,1
SYN-PAT-a5f63d0a,91-7345-3368-5559,53,male,131.48,92.44,77,22.97,118.51,5.49,171.32,1.45,0,0,1,1
SYN-PAT-a081d3a5,91-5612-6690-3858,48,female,135.9,82.44,71,26.16,130.7,5.79,201.33,1.18,1,0,0,1
SYN-PAT-9efe2273,91-3383-4367-7167,47,male,127.23,71.73,70,26.52,108.94,5.19,203.74,1.03,0,0,0,0
SYN-PAT-fb0b2d76,91-5556-3717-4392,54,male,142.02,80.27,85,30.89,141.21,6.21,209.65,1.45,1,0,1,1
SYN-PAT-b8a7a2e5,91-9897-7054-5929,54,male,119.91,74.3,77,15.75,92.16,4.59,200.93,1.26,0,0,0,0
SYN-PAT-5210a099,91-4050-8280-5794,67,male,133.84,76.79,80,28.31,129.72,5.34,211.87,1.35,1,0,0,1
SYN-PAT-264be7ee,91-8160-8875-2887,40,female,137.44,79.69,56,31.31,149.02,5.74,193.95,1.13,1,0,0,0
SYN-PAT-ae70ffd1,91-4650-7398-3015,65,male,146.98,81.49,78,37.36,141.04,5.49,200.78,1.41,1,0,1,1
SYN-PAT-e0a607ce,91-1161-9695-3634,64,female,134.85,79.53,85,28.51,136.06,5.41,226.0,1.29,1,0,0,1
SYN-PAT-e345e16b,91-6744-4942-1237,44,female,113.77,72.35,81,32.09,166.82,6.77,220.92,1.23,1,0,0,1
SYN-PAT-3969552b,91-3216-6449-2463,59,male,126.37,73.98,88,34.37,163.64,6.99,228.34,0.99,1,0,0,0
SYN-PAT-8ef35370,91-5239-9810-6103,62,female,128.98,78.02,72,30.17,126.34,4.63,220.25,1.34,1,0,0,0
SYN-PAT-44ef6767,91-4636-8870-8361,54,female,114.34,64.4,63,27.57,150.02,5.51,213.49,1.23,1,0,0,0
SYN-PAT-61eefe3a,91-3821-4662-6194,41,female,126.6,75.68,76,31.13,119.82,5.32,200.64,1.4,0,0,0,1
SYN-PAT-11d8195d,91-1175-9095-2143,72,female,110.77,77.06,73,32.4,139.99,5.13,242.65,1.26,1,0,0,1
SYN-PAT-7fd586d0,91-5936-3427-9064,62,female,145.21,76.51,74,29.4,103.26,4.77,222.61,1.29,0,0,1,1
SYN-PAT-4625eea2,91-3154-6108-4923,33,female,137.15,79.89,74,36.25,143.83,5.43,202.66,1.25,1,0,0,1
SYN-PAT-276c40b2,91-4808-9644-1765,63,male,135.21,87.89,72,27.99,125.34,4.71,227.26,1.25,0,0,0,0
SYN-PAT-aa65842d,91-1148-9065-8699,71,male,139.33,72.39,75,19.32,105.85,5.16,212.3,1.59,0,0,0,0
SYN-PAT-cde3ee82,91-3280-3622-5342,48,female,129.32,76.36,70,28.91,156.51,6.75,208.85,1.43,1,0,0,1
SYN-PAT-accc63b3,91-4536-8299-3320,62,male,139.22,71.78,59,24.08,117.7,6.28,195.44,1.22,1,0,0,0
SYN-PAT-df2b5683,91-5960-3220-2439,62,female,138.14,81.99,57,30.61,148.46,6.63,212.58,1.27,1,0,0,1
SYN-PAT-39f2cf3b,91-5629-6916-5546,38,female,153.72,86.98,70,30.58,140.77,5.75,227.16,1.47,1,0,1,1
SYN-PAT-1228330e,91-4614-3149-4301,56,male,138.86,92.81,69,30.24,121.83,6.01,231.14,1.35,0,0,1,1
SYN-PAT-a2e50988,91-6884-7668-1089,56,female,139.9,85.35,76,26.72,134.36,6.39,194.9,1.88,1,0,0,1
SYN-PAT-fa4389a3,91-3029-7874-4766,51,female,104.8,67.76,68,24.06,120.57,4.84,210.77,1.62,0,0,0,0
SYN-PAT-e5f2bc5a,91-2310-8191-3340,64,female,108.58,67.34,73,24.07,127.89,6.34,207.27,1.41,1,0,0,1
SYN-PAT-144a5667,91-8604-7206-2647,34,female,139.9,84.29,66,33.95,148.98,6.72,206.84,1.38,1,0,0,1
SYN-PAT-f220a2ab,91-9801-8002-8768,26,female,120.06,68.0,76,33.1,128.36,5.45,257.01,1.01,1,0,0,0
SYN-PAT-06ed7911,91-8166-1337-4294,66,male,129.11,82.27,48,29.45,117.7,6.05,226.89,1.51,0,0,0,0
SYN-PAT-fa24a490,91-3739-7701-4725,63,male,126.3,65.62,69,18.34,129.32,5.5,180.44,1.34,1,0,0,0
SYN-PAT-61e3bf60,91-1278-2468-3318,36,male,135.44,77.58,74,30.51,116.09,4.89,224.33,0.89,0,0,0,1
SYN-PAT-e8eea7a6,91-9142-9203-1979,89,female,148.05,81.26,68,17.8,131.65,6.36,203.04,1.81,1,0,1,1
SYN-PAT-d1f27215,91-6386-5571-7594,34,male,138.33,83.71,62,34.62,143.3,6.65,214.13,0.92,1,0,0,0
SYN-PAT-39c9fc05,91-9301-5492-4480,63,female,149.6,94.74,58,31.97,161.42,6.95,218.2,1.31,1,0,1,1
SYN-PAT-8d2c7cfb,91-9352-3036-6083,54,female,116.44,60.67,77,27.47,141.99,4.69,202.2,1.33,1,0,1,1
SYN-PAT-11bb18aa,91-1311-6434-1401,56,female,126.22,73.78,70,34.5,126.26,4.86,238.95,1.14,1,0,0,0
SYN-PAT-6f9d45b4,91-2387-6826-5462,44,female,125.74,78.65,77,33.95,131.11,5.25,222.87,1.07,1,0,0,0
SYN-PAT-5dd46864,91-5224-8571-7363,89,male,149.15,82.09,77,32.64,129.06,5.63,204.55,1.74,1,0,1,1
SYN-PAT-90bded9b,91-3477-5958-7137,51,female,130.31,80.87,75,30.44,130.14,5.75,209.2,1.03,1,0,0,0
SYN-PAT-70497219,91-2279-6998-1820,37,male,121.88,72.42,76,40.34,146.93,6.08,218.97,0.82,1,0,0,0
SYN-PAT-bb902deb,91-4315-6175-2598,70,female,121.91,72.25,60,25.22,143.85,5.98,196.34,1.3,1,0,0,1
SYN-PAT-95e4305f,91-6447-6014-6947,58,female,136.35,76.14,84,25.03,112.82,4.99,211.71,1.08,0,0,0,0
SYN-PAT-773e87aa,91-9715-5339-1238,59,female,136.72,78.22,79,28.96,162.73,6.14,237.5,1.17,1,0,0,0
SYN-PAT-4c923eef,91-8669-3779-9995,47,male,110.06,66.19,72,17.96,140.34,5.3,200.29,1.22,1,0,0,1
SYN-PAT-1a5c9865,91-7144-2350-8725,41,male,131.46,76.46,72,15.0,113.47,4.48,159.48,0.83,0,0,0,0
SYN-PAT-d3ab65e9,91-4100-5113-5093,61,male,133.63,74.92,84,28.92,117.13,5.56,203.16,1.38,0,0,1,0
SYN-PAT-dc9bdfa5,91-5285-1995-6681,77,male,135.25,81.22,93,20.24,121.68,5.57,152.11,1.38,0,0,0,0
SYN-PAT-c02ae642,91-7134-4522-5418,51,male,139.37,83.73,81,28.86,145.95,5.56,143.71,1.51,1,0,0,1
SYN-PAT-5e0467d2,91-1977-6543-6853,43,male,106.88,62.85,86,17.85,123.77,5.2,168.9,0.84,0,0,0,0
SYN-PAT-2b2dd922,91-1808-8476-6963,57,female,134.42,77.66,81,27.48,122.02,5.04,223.44,0.8,0,0,0,0
SYN-PAT-ab256e49,91-2401-4407-7761,64,female,132.53,74.23,69,21.52,131.33,4.78,186.0,1.42,1,0,0,1
SYN-PAT-949ed410,91-6450-8380-5020,66,male,133.24,73.59,72,24.12,132.12,5.87,203.89,1.59,1,0,0,0
SYN-PAT-7bb619d5,91-2143-8552-2224,51,male,120.29,69.25,71,20.35,123.17,5.08,208.19,1.18,0,0,0,0
SYN-PAT-818c989a,91-2289-1503-8951,64,male,139.98,96.01,82,32.63,122.27,5.27,236.91,1.21,0,0,1,0
SYN-PAT-301d7b23,91-3258-4810-1583,47,male,126.25,76.23,73,28.36,155.78,6.49,199.9,0.91,1,0,0,0
SYN-PAT-c00cdc86,91-3497-4479-9757,67,female,130.7,78.72,68,33.52,105.85,5.23,235.86,1.46,0,0,0,0
SYN-PAT-b77f48a4,91-6440-1496-1542,40,male,113.39,73.09,78,16.77,119.09,5.8,162.51,1.15,0,0,0,0
SYN-PAT-3809d62b,91-8334-6164-7860,48,female,123.23,72.14,66,24.49,127.87,5.55,197.65,0.86,1,0,0,0
SYN-PAT-dbbd59cc,91-8290-5566-3661,69,male,130.87,80.11,69,27.49,160.19,6.96,191.55,1.41,1,0,0,1
SYN-PAT-5bf2e441,91-4248-9501-2025,54,female,113.57,74.94,69,22.84,133.75,5.53,206.12,1.17,1,0,0,0
SYN-PAT-6ba6232c,91-4125-5711-3457,65,male,125.02,80.78,80,21.13,110.11,4.25,208.26,1.34,0,0,0,0
SYN-PAT-63fbba7b,91-3715-5339-9070,62,male,135.77,91.92,66,25.77,116.29,4.2,189.9,0.96,0,0,1,0
SYN-PAT-fdbddaee,91-8445-1284-3413,34,male,119.86,71.35,72,34.56,153.33,6.13,201.39,0.75,1,0,0,0
SYN-PAT-7745bda6,91-6776-9516-3361,59,male,140.16,88.02,77,19.8,112.55,5.47,225.03,0.89,0,0,1,0
SYN-PAT-deae0149,91-3256-8421-6201,33,male,116.13,73.5,92,24.46,142.37,6.19,173.27,1.17,1,0,0,0
SYN-PAT-097d0f46,91-7568-2475-3407,50,female,129.23,80.25,73,21.84,116.69,5.38,213.29,0.71,0,0,0,0
SYN-PAT-51d4d420,91-8820-9140-1531,79,female,120.33,75.85,63,27.14,156.46,5.35,231.13,1.91,1,0,0,0
SYN-PAT-70c1ad7e,91-4654-6548-6102,75,female,150.14,91.65,59,28.22,107.65,4.31,216.58,1.69,0,0,1,1
SYN-PAT-27fb15c5,91-7116-1234-8912,38,female,126.18,71.83,67,30.45,158.0,6.03,227.39,1.46,1,0,0,0
SYN-PAT-87255f80,91-8253-5839-3558,50,female,120.08,81.31,65,26.21,106.46,4.95,198.79,0.57,0,0,0,0
SYN-PAT-0486fc3b,91-5149-6848-8656,41,male,105.91,65.92,45,22.08,91.76,4.91,211.35,1.0,0,0,0,0
SYN-PAT-2e9cabbe,91-4249-3142-4388,64,female,116.85,67.93,76,30.25,136.29,5.36,209.13,1.03,1,0,0,0
SYN-PAT-57f3f414,91-1912-5445-1291,44,male,118.45,68.6,63,18.26,117.63,4.34,154.31,0.99,0,0,0,0
SYN-PAT-a98303db,91-8727-4679-4910,59,male,138.35,77.12,75,18.16,120.13,4.37,169.48,1.07,0,0,0,0
SYN-PAT-add5ef5b,91-9487-6506-9455,39,female,120.83,78.4,70,25.75,144.64,6.17,200.83,1.12,1,0,0,0
SYN-PAT-73a7820c,91-6695-9996-5512,87,female,139.29,79.62,83,24.06,143.91,5.87,232.19,1.74,1,0,1,0
SYN-PAT-bbc07d1e,91-2465-3151-4483,31,male,114.05,63.66,50,21.51,118.76,5.1,195.6,1.26,0,0,0,0
SYN-PAT-b2d9c45e,91-4942-2771-6675,61,male,141.64,86.7,85,19.14,127.25,5.07,224.98,1.46,1,0,1,1
SYN-PAT-fce767ba,91-4838-3540-6878,26,male,123.63,77.22,73,29.8,124.68,5.16,172.55,1.16,0,0,0,0
SYN-PAT-782e612f,91-6951-5344-8426,64,male,134.04,88.12,70,28.09,164.55,6.51,199.64,1.21,1,0,0,1
SYN-PAT-dd7eb6d7,91-2408-1219-7407,50,female,125.09,79.0,82,27.57,129.46,5.91,192.92,0.96,1,0,0,0
SYN-PAT-57361334,91-1538-3927-3393,90,female,153.37,95.4,84,30.24,141.92,5.8,231.54,1.94,1,0,1,0
SYN-PAT-e2cfd342,91-9272-7657-7906,68,male,142.64,93.1,84,35.29,165.02,6.84,215.2,1.59,1,0,1,0
SYN-PAT-ed0534f1,91-1117-1566-4602,89,male,135.83,86.14,84,28.5,126.0,5.89,233.3,1.34,1,0,0,1
SYN-PAT-3b1f4a44,91-7037-6256-7551,54,female,143.72,93.06,66,26.08,133.62,4.74,212.45,1.14,1,0,1,0
SYN-PAT-a2bf65ce,91-4680-9198-4498,53,male,124.71,67.97,56,24.5,133.51,6.1,197.51,1.29,1,0,0,1
SYN-PAT-3bbcafc3,91-7105-5750-3654,40,male,131.41,70.27,49,32.93,153.06,6.38,173.95,1.16,1,0,0,0
SYN-PAT-bcaed00e,91-6795-1517-6218,56,female,128.9,84.57,84,25.34,131.58,5.7,204.67,1.39,1,0,0,0
SYN-PAT-35725861,91-2392-9572-6338,61,male,128.14,69.89,69,35.09,167.98,6.86,231.71,1.33,1,0,0,1
SYN-PAT-296fa6de,91-9339-6918-1596,70,female,136.41,85.84,81,38.13,152.11,5.75,234.48,1.17,1,0,0,0
SYN-PAT-2c4ef6cd,91-1007-6815-9132,61,female,129.1,78.64,95,19.53,97.88,4.52,205.14,1.05,0,0,0,0
SYN-PAT-f7ebd27c,91-1931-4838-9058,60,male,130.95,76.05,89,22.94,105.08,4.98,205.94,1.24,0,0,0,0
SYN-PAT-629698d3,91-4578-5666-8208,46,male,134.55,78.47,65,27.08,136.35,6.0,206.93,1.17,1,0,0,0
SYN-PAT-76d85571,91-6935-5230-1327,52,male,112.84,69.77,73,18.42,128.82,4.46,178.59,0.96,0,0,0,0
SYN-PAT-1f7355a9,91-1259-2656-7290,31,male,124.13,74.87,80,15.35,117.18,5.72,224.54,0.92,0,0,0,0
SYN-PAT-442732ef,91-5454-7770-8250,56,female,123.54,79.81,65,30.61,110.94,5.31,198.34,1.14,0,0,0,0
SYN-PAT-5cfcfed9,91-8777-9417-7286,58,female,135.28,82.72,56,20.55,126.21,5.5,213.86,1.12,0,0,0,1
SYN-PAT-437a7ed5,91-1479-3690-6999,35,female,125.0,83.33,80,20.64,116.67,5.26,164.93,0.94,0,0,0,0
SYN-PAT-20827d9e,91-9067-6957-3489,64,female,155.61,89.03,66,19.99,100.55,4.57,205.74,1.45,0,0,1,1
SYN-PAT-fc12510d,91-2686-8440-2606,70,male,135.06,76.46,51,23.26,156.92,6.38,222.28,1.25,1,0,1,1
SYN-PAT-e335604b,91-2043-6363-1391,47,male,148.13,94.39,69,30.21,144.59,5.83,165.6,1.32,1,0,1,1
SYN-PAT-2f79ce27,91-1237-3122-8609,53,male,115.64,66.17,78,28.79,147.06,6.27,208.73,0.77,1,0,0,0
SYN-PAT-7cd4f78e,91-8044-1567-6958,50,female,119.55,77.55,72,19.09,109.72,5.19,194.68,1.08,0,0,0,0
SYN-PAT-eb0ce7f6,91-7404-4927-7514,74,female,133.61,69.81,74,19.65,130.35,5.18,225.76,1.85,1,0,1,1
SYN-PAT-c7d10716,91-3696-5151-2305,72,female,118.68,76.63,81,28.76,143.32,5.38,218.56,1.23,1,0,0,1
SYN-PAT-d935adf1,91-7160-5801-6357,18,male,114.91,70.31,72,20.12,148.37,5.3,165.51,0.81,1,0,1,0
SYN-PAT-40f9fad1,91-9507-8573-2934,90,female,139.62,90.77,68,28.61,156.33,6.91,204.74,1.67,1,0,0,1
SYN-PAT-75bf07d4,91-7998-5998-9863,35,female,134.27,75.61,67,19.5,111.22,5.34,161.88,0.75,0,0,0,1
SYN-PAT-ec038461,91-2440-2719-6672,70,male,142.1,86.73,78,33.36,143.31,5.99,230.26,1.67,1,0,1,0
SYN-PAT-5dcb0843,91-6409-1946-4208,54,male,137.62,80.8,61,20.88,106.73,3.83,203.29,1.1,0,0,0,1
SYN-PAT-6c44637e,91-9493-9300-3412,66,male,155.31,95.73,70,29.65,149.51,6.01,222.21,1.45,1,0,1,1
SYN-PAT-d10921c9,91-4560-3281-2601,41,female,142.4,89.93,76,24.83,158.59,6.05,216.8,1.0,1,0,1,1
SYN-PAT-7333832a,91-8688-1059-6431,54,female,121.69,68.48,67,27.26,117.03,4.73,195.4,0.7,0,0,0,0
SYN-PAT-4548bdae,91-2205-7703-1227,55,male,123.67,83.92,78,26.97,104.23,4.79,210.43,1.28,0,0,0,0
SYN-PAT-a451e45c,91-9500-2839-8675,28,male,128.6,72.54,59,20.92,161.88,7.09,192.88,0.88,1,0,0,0
SYN-PAT-f3d2ec38,91-5594-2855-4429,67,female,142.7,94.09,70,27.31,148.69,6.36,244.72,1.07,1,0,1,0
SYN-PAT-3e3098d4,91-3053-6812-4344,45,female,135.02,76.12,63,24.88,142.59,5.77,226.06,1.21,1,0,0,1
SYN-PAT-b3362db8,91-5839-7490-4231,34,male,124.91,76.57,73,21.38,111.66,5.26,192.44,0.71,0,0,0,0
SYN-PAT-4ffdad59,91-7679-8986-1937,68,female,143.64,88.05,87,29.9,111.92,3.81,239.21,1.39,0,0,1,1
SYN-PAT-ab47e4df,91-4550-2959-1389,69,male,124.47,80.57,55,27.1,104.43,4.3,225.77,1.41,0,0,0,0
SYN-PAT-74b44479,91-8898-2350-4856,56,male,121.33,79.64,56,22.75,139.67,5.76,193.07,1.2,1,0,0,1
SYN-PAT-cb8e0abe,91-4790-3007-2273,32,female,123.96,68.59,76,29.91,144.12,6.26,219.06,0.82,1,0,0,0
SYN-PAT-5a104abb,91-2270-1218-1533,56,female,129.61,72.85,43,21.41,144.06,5.65,172.28,1.49,1,0,0,0
SYN-PAT-499302da,91-4794-3891-4147,70,female,123.6,72.23,81,22.71,139.77,5.83,169.77,1.0,1,0,0,0
SYN-PAT-2a782aae,91-1309-4414-6789,58,male,135.63,77.63,76,26.1,123.19,5.39,185.85,1.53,0,0,0,0
SYN-PAT-380f010d,91-3250-8111-3681,60,male,115.95,64.58,55,25.45,122.43,5.09,204.31,0.9,0,0,0,0
SYN-PAT-e9397c61,91-4032-4289-5438,43,male,126.54,78.23,66,26.47,119.09,5.65,221.05,1.03,0,0,0,0
SYN-PAT-ab938416,91-7292-9541-8008,42,female,105.0,69.67,86,20.67,114.32,5.81,172.96,1.1,1,0,0,0
SYN-PAT-e5eaf947,91-8758-7070-3270,46,male,107.89,77.54,77,27.7,132.15,5.3,196.02,1.0,1,0,0,1
SYN-PAT-88e75bab,91-2104-5389-4884,51,male,128.2,76.23,59,20.13,108.11,5.64,212.72,1.4,0,0,0,0
SYN-PAT-9ad1d8d3,91-3415-5254-9126,85,female,130.41,75.11,56,21.2,153.8,6.25,232.35,1.72,1,0,0,1
SYN-PAT-97926141,91-6057-9526-5393,73,female,117.61,61.59,62,26.46,117.51,4.65,208.31,1.49,0,0,0,0
SYN-PAT-6e2d60c7,91-3157-1305-8123,60,male,127.54,73.17,71,27.22,125.85,5.41,239.59,1.42,1,0,0,0
SYN-PAT-389a9ab0,91-8028-7868-4875,73,female,131.91,84.52,67,22.15,137.27,5.67,199.96,1.64,1,0,0,1
SYN-PAT-40d8344a,91-9058-4820-1368,42,female,119.58,74.09,62,31.19,120.53,5.7,198.01,0.68,0,0,0,0
SYN-PAT-b2fb22ba,91-8364-4818-3631,63,male,133.72,79.43,77,29.67,143.21,6.14,226.89,1.41,1,0,0,1
SYN-PAT-efe41173,91-7007-6452-5012,42,male,131.85,78.96,74,35.71,152.06,6.63,216.77,0.91,1,0,0,0
SYN-PAT-d61fded8,91-1072-8236-8319,54,male,130.82,85.67,51,28.37,124.19,5.1,192.81,1.5,0,0,0,0
SYN-PAT-9c38a030,91-6404-6292-9523,44,male,114.69,70.59,73,27.97,138.02,6.31,207.97,1.03,1,0,0,0
SYN-PAT-b9a3623d,91-1867-4472-1170,63,female,126.43,65.61,62,28.74,148.98,5.73,233.97,1.39,1,0,0,1
SYN-PAT-76eed880,91-8399-3400-9574,77,male,126.81,75.34,85,15.0,144.18,5.87,211.02,1.6,1,0,0,0
SYN-PAT-c7102cb0,91-8516-3814-1589,48,female,129.6,71.91,63,27.07,125.71,5.12,212.51,0.89,0,0,0,0
SYN-PAT-a2203164,91-4391-4721-7775,63,female,115.18,68.3,69,31.5,154.78,6.71,202.53,1.44,1,0,0,1
SYN-PAT-3e9bbf89,91-9842-2210-3187,73,female,138.23,77.05,70,23.08,126.01,5.46,214.58,1.43,1,0,0,1
SYN-PAT-3bd9885d,91-2339-7466-6463,43,male,116.09,67.0,57,21.37,99.01,5.04,205.07,0.82,0,0,0,0
SYN-PAT-a27f3091,91-6940-9048-2977,44,female,137.39,83.39,81,20.54,122.99,5.01,189.33,1.14,0,0,0,0
SYN-PAT-6d0ea9ac,91-5159-3489-8858,59,female,119.91,70.53,67,29.78,167.03,6.73,209.15,1.46,1,0,0,1
SYN-PAT-0897397d,91-9559-5650-2249,65,male,131.36,75.53,76,30.1,131.33,5.74,233.13,1.53,1,0,0,1
SYN-PAT-871ba6d8,91-5996-2464-7282,66,female,143.38,82.72,73,32.4,144.13,6.17,226.44,1.31,1,0,1,1
SYN-PAT-058cff44,91-7149-8485-4283,69,female,148.98,87.1,68,27.04,140.12,5.54,220.41,1.17,1,0,1,0
SYN-PAT-38f4f739,91-3507-7350-8603,70,male,139.24,82.52,62,21.64,145.63,6.76,214.36,1.04,1,0,0,0
SYN-PAT-5ea28439,91-5595-4983-9134,55,male,106.31,67.28,72,15.0,144.27,6.74,212.96,1.18,1,0,0,0
SYN-PAT-44afbd7b,91-1010-6221-4677,73,male,127.09,77.82,74,29.4,121.83,4.55,201.96,1.38,0,0,0,0
SYN-PAT-ce81a52b,91-3156-5396-2391,83,male,137.51,84.17,55,29.72,149.35,6.13,225.64,1.37,1,0,0,0
SYN-PAT-e9dafcd7,91-4414-6708-3078,61,male,128.5,75.22,70,23.92,139.09,5.83,220.07,0.97,1,0,0,0
SYN-PAT-f3ec1d8e,91-9536-6643-1942,57,male,158.49,102.77,51,24.41,112.48,4.05,204.41,1.43,0,0,1,0
SYN-PAT-87914593,91-7146-7561-9560,59,male,134.67,86.76,74,26.29,133.27,5.11,236.97,1.04,1,0,0,1
SYN-PAT-0d5c3711,91-2312-3284-9575,32,female,140.54,88.06,48,27.67,127.39,5.25,189.14,0.8,1,0,1,0
SYN-PAT-60df798b,91-2501-2451-9641,71,male,148.41,85.04,78,31.41,145.9,6.22,215.83,1.27,1,0,1,1
SYN-PAT-da485eaa,91-3299-6981-2383,76,male,139.35,86.95,62,26.7,159.34,7.78,221.94,1.35,1,0,0,1
SYN-PAT-bbeb0ee9,91-2725-8341-1325,52,male,142.17,91.87,59,24.81,98.73,5.03,166.82,1.51,0,0,1,1
SYN-PAT-ab994bbf,91-2108-5756-2224,37,female,123.76,70.85,73,30.46,124.41,4.71,202.18,1.37,0,0,0,0
SYN-PAT-df24b644,91-5786-4681-6229,67,female,140.11,81.8,67,30.89,172.9,6.95,239.09,1.84,1,0,1,0
SYN-PAT-7d25b703,91-9275-5358-6315,46,female,137.61,80.73,76,23.15,128.37,6.03,231.66,1.14,1,0,0,0
SYN-PAT-c6a7b512,91-1248-2391-3172,56,female,141.44,86.09,65,28.81,138.81,5.32,231.3,1.36,1,0,1,1
